Interval=	0.001 s
ExcelDateTime=	4.6199553692194582e+004	6/26/2026 13:17:19.005612
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6
Range=	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V	10.000 V
0.304	-0.006875	0.0084375	0.19375	-0.3328125	0.32125	0.0090625
0.305	-0.005625	0.0115625	0.19625	-0.33125	0.3203125	0.00875
0.306	-0.00625	0.0090625	0.196875	-0.33125	0.3203125	0.00875
0.307	-0.0040625	0.0096875	0.19375	-0.3296875	0.3225	0.0084375
0.308	-0.0078125	0.0075	0.1925	-0.3290625	0.320625	0.0065625
0.309	-0.00375	0.0090625	0.1946875	-0.330625	0.320625	0.00875
0.31	-0.0059375	0.0103125	0.1925	-0.330625	0.3196875	0.006875
0.311	-0.00375	0.0071875	0.19375	-0.331875	0.321875	0.005625
0.312	-0.009375	0.0090625	0.1928125	-0.329375	0.3225	0.008125
0.313	-0.005	0.01	0.1928125	-0.3290625	0.31875	0.0090625
0.314	-0.004375	0.00875	0.193125	-0.3321875	0.32125	0.0084375
0.315	-0.00625	0.010625	0.1934375	-0.3309375	0.3178125	0.0075
0.316	-0.0065625	0.0071875	0.195	-0.3325	0.3246875	0.00875
0.317	-0.0059375	0.0078125	0.1925	-0.3303125	0.320625	0.0084375
0.318	-0.004375	0.0090625	0.1915625	-0.3315625	0.3240625	0.009375
0.319	-0.005	0.00625	0.193125	-0.3321875	0.32125	0.0103125
0.32	-0.0075	0.0096875	0.1984375	-0.3309375	0.319375	0.01125
0.321	-0.0071875	0.008125	0.193125	-0.3321875	0.3215625	0.01125
0.322	-0.003125	0.0071875	0.195	-0.3303125	0.3209375	0.0109375
0.323	-0.0071875	0.0103125	0.1946875	-0.3275	0.3196875	0.0084375
0.324	-0.0040625	0.010625	0.1946875	-0.3325	0.3203125	0.010625
0.325	-0.00625	0.00875	0.1940625	-0.3303125	0.323125	0.00625
0.326	-0.0059375	0.01125	0.193125	-0.3315625	0.320625	0.005625
0.327	-0.0071875	0.0090625	0.1940625	-0.3309375	0.32375	0.010625
0.328	-0.0034375	0.00625	0.1959375	-0.331875	0.320625	0.006875
0.329	-0.0075	0.0071875	0.1940625	-0.331875	0.3225	0.009375
